time,data
0.0,2.8648889214623845e-15
0.1509433962264151,2.6028862363502686e-15
0.3018867924528302,2.9061952297305853e-15
0.4528301886792453,2.6733614909214154e-15
0.6037735849056604,2.9488955276212797e-15
0.7547169811320755,2.74417578444438e-15
0.9056603773584906,2.9915939414805498e-15
1.0566037735849056,2.816609462360942e-15
1.2075471698113207,3.0340055530210736e-15
1.3584905660377358,2.8898111448584895e-15
1.509433962264151,3.0775314277666337e-15
1.6603773584905661,2.962703835039727e-15
1.8113207547169812,3.1223569084370077e-15
1.9622641509433962,3.0359540927505253e-15
2.1132075471698113,3.167704805024837e-15
2.2641509433962264,3.1092969333743376e-15
2.4150943396226414,3.2155834007574515e-15
2.5660377358490565,3.1797768520133875e-15
2.7169811320754715,3.267657536637324e-15
2.8679245283018866,3.249079150413437e-15
3.018867924528302,3.3191244722942885e-15
3.169811320754717,3.3219637638958217e-15
3.3207547169811322,3.369597952241962e-15
3.4716981132075473,3.3925015417666587e-15
3.6226415094339623,3.4279583524396976e-15
3.7735849056603774,3.456403718397293e-15
3.9245283018867925,3.488470396613271e-15
4.0754716981132075,3.5264788576484753e-15
4.226415094339623,3.541252137637257e-15
4.377358490566038,3.601973476010239e-15
4.528301886792453,3.595665105770629e-15
4.679245283018868,3.67350741709442e-15
4.830188679245283,3.655824595421994e-15
4.981132075471698,3.739707994157603e-15
5.132075471698113,3.7249952300568694e-15
5.283018867924528,3.796685805233954e-15
5.433962264150943,3.8008494298749674e-15
5.584905660377358,3.8568426482054796e-15
5.735849056603773,3.866265836184359e-15
5.886792452830188,3.931216320382224e-15
6.037735849056604,3.923367519257027e-15
6.188679245283019,4.005843043983111e-15
6.339622641509434,3.991016549084269e-15
6.490566037735849,4.065239731004568e-15
6.6415094339622645,4.0729522541222215e-15
6.7924528301886795,4.124068251889551e-15
6.943396226415095,4.138896234068686e-15
7.09433962264151,4.208344715274271e-15
7.245283018867925,4.195433352108808e-15
7.39622641509434,4.270162607091271e-15
7.547169811320755,4.29994361672319e-15
7.69811320754717,4.296925231003428e-15
7.849056603773585,4.394298511402429e-15
8.0,4.381660512966878e-15
8.150943396226415,4.4236185510984e-15
8.30188679245283,4.495093742634557e-15
8.452830188679245,4.4781275315708505e-15
8.60377358490566,4.55790412854532e-15
8.754716981132075,4.56892698423555e-15
8.90566037735849,4.6230083975173976e-15
9.056603773584905,4.634465065061918e-15
9.20754716981132,4.707629916447249e-15
9.358490566037736,4.708868210950391e-15
9.50943396226415,4.7616597596702895e-15
9.660377358490566,4.816891349990829e-15
9.81132075471698,4.803698395941722e-15
9.962264150943396,4.90672417328018e-15
10.11320754716981,4.889333108977057e-15
10.264150943396226,4.953967104480148e-15
10.415094339622641,4.99210521835253e-15
10.566037735849056,5.020197827527625e-15
10.716981132075471,5.062824367891019e-15
10.867924528301886,5.100642637701347e-15
11.018867924528301,5.1531213733608284e-15
11.169811320754716,5.152610358692959e-15
11.320754716981131,5.244909887000766e-15
11.471698113207546,5.247686832963006e-15
11.622641509433961,5.278572539956858e-15
11.773584905660377,5.369098993759803e-15
11.924528301886792,5.348161799390968e-15
12.075471698113208,5.416337602782521e-15
12.226415094339623,5.47490220336723e-15
12.377358490566039,5.472597866426857e-15
12.528301886792454,5.5333971417132805e-15
12.679245283018869,5.605605976485275e-15
12.830188679245284,5.567468314566582e-15
12.981132075471699,5.695911938501307e-15
13.132075471698114,5.677432068458991e-15
13.283018867924529,5.740819856669877e-15
13.433962264150944,5.766466482820602e-15
13.584905660377359,5.857894047498231e-15
13.735849056603774,5.798386068213216e-15
13.88679245283019,5.9590794989561555e-15
14.037735849056604,5.9247402618180815e-15
14.18867924528302,5.9544231140465145e-15
14.339622641509434,6.087407935895711e-15
14.49056603773585,6.016539541483505e-15
14.641509433962264,6.13173302598572e-15
14.79245283018868,6.164789403352074e-15
14.943396226415095,6.173562177910599e-15
15.09433962264151,6.258003053813549e-15
15.245283018867925,6.2678130712615e-15
15.39622641509434,6.339907652684947e-15
15.547169811320755,6.3557359845745264e-15
15.69811320754717,6.40468344580757e-15
15.849056603773585,6.491380307646961e-15
16.0,6.4434265756875385e-15
16.150943396226417,6.584830065223169e-15
16.30188679245283,6.575906244094075e-15
16.452830188679247,6.6176285623078004e-15
16.60377358490566,6.676506554485383e-15
16.754716981132077,6.747030335192645e-15
16.90566037735849,6.71677106752502e-15
17.056603773584907,6.834178246492653e-15
17.20754716981132,6.871716814231006e-15
17.358490566037737,6.8446305193993756e-15
17.50943396226415,6.983548247063567e-15
17.660377358490567,6.999445175480986e-15
17.81132075471698,6.967133156941384e-15
17.962264150943398,7.157040588469024e-15
18.11320754716981,7.086784327325791e-15
18.264150943396228,7.145140764299106e-15
18.41509433962264,7.276381433341247e-15
18.566037735849058,7.224142103117271e-15
18.71698113207547,7.284210604202596e-15
18.867924528301888,7.435220070278954e-15
19.0188679245283,7.31660885060207e-15
19.169811320754718,7.485430843277068e-15
19.32075471698113,7.523674310725574e-15
19.471698113207548,7.481818117062084e-15
19.62264150943396,7.629098340026998e-15
19.77358490566038,7.654191029989968e-15
19.92452830188679,7.620546522834621e-15
20.07547169811321,7.803705478735069e-15
20.22641509433962,7.743420365717203e-15
20.37735849056604,7.810389783249908e-15
20.528301886792452,7.947172528005725e-15
20.67924528301887,7.819412681081778e-15
20.830188679245282,8.085132491667394e-15
20.9811320754717,7.934329767311865e-15
21.132075471698112,8.11136181562974e-15
21.28301886792453,8.129100524767038e-15
21.433962264150942,8.123479267621734e-15
21.58490566037736,8.27278453411193e-15
21.735849056603772,8.228305249682986e-15
21.88679245283019,8.320616528253633e-15
22.037735849056602,8.40160061712908e-15
22.18867924528302,8.350267203466811e-15
22.339622641509433,8.54627440048459e-15
22.49056603773585,8.439234509414028e-15
22.641509433962263,8.62113706781005e-15
22.79245283018868,8.602750154380468e-15
22.943396226415093,8.63010823665454e-15
23.09433962264151,8.800159766142867e-15
23.245283018867923,8.666765670489519e-15
23.39622641509434,8.910836572249659e-15
23.547169811320753,8.812837928793056e-15
23.69811320754717,8.9478077640867e-15
23.849056603773583,8.964166382915832e-15
24.0,9.038086864571868e-15
24.150943396226417,9.060881959111134e-15
24.30188679245283,9.129744956616627e-15
24.452830188679247,9.221790183793348e-15
24.60377358490566,9.141040757895783e-15
24.754716981132077,9.416962430324407e-15
24.90566037735849,9.203511497890529e-15
25.056603773584907,9.485753445531589e-15
25.20754716981132,9.421776572084953e-15
25.358490566037737,9.445365247958374e-15
25.50943396226415,9.640744419849932e-15
25.660377358490567,9.519265396857618e-15
25.81132075471698,9.710273912838825e-15
25.962264150943398,9.67181392204668e-15
26.11320754716981,9.816161439167871e-15
26.264150943396228,9.752432372131949e-15
26.41509433962264,9.902501694539835e-15
26.566037735849058,9.985206650916238e-15
26.71698113207547,9.832192890370177e-15
26.867924528301888,1.0187246456943141e-14
27.0188679245283,1.0048870273218931e-14
27.169811320754718,1.0014887974811782e-14
27.32075471698113,1.0443459655715765e-14
27.471698113207548,1.0023076859519403e-14
27.62264150943396,1.041695759765164e-14
27.77358490566038,1.039902635031531e-14
27.92452830188679,1.0308586576274036e-14
28.07547169811321,1.0579018420351187e-14
28.22641509433962,1.0478937809412338e-14
28.37735849056604,1.060175987391361e-14
28.528301886792452,1.0630670189372848e-14
28.67924528301887,1.0732287137556796e-14
28.830188679245282,1.071102717660411e-14
28.9811320754717,1.0849049485514002e-14
29.132075471698112,1.0852820014773386e-14
29.28301886792453,1.0929800467354203e-14
29.433962264150942,1.0975667701171719e-14
29.58490566037736,1.10595410483488e-14
29.735849056603772,1.1072864613774812e-14
29.88679245283019,1.1169578189389305e-14
30.037735849056602,1.1215119694647386e-14
30.18867924528302,1.1256327347953855e-14
30.339622641509433,1.1337254042856998e-14
30.49056603773585,1.138902478898238e-14
30.641509433962263,1.1436167436190955e-14
30.79245283018868,1.1495218026779293e-14
30.943396226415093,1.1594708013550269e-14
31.09433962264151,1.156733018361646e-14
31.245283018867923,1.1720335386060254e-14
31.39622641509434,1.1722001983434068e-14
31.547169811320753,1.1799798131765208e-14
31.69811320754717,1.1812816478439721e-14
31.849056603773583,1.2035842498107539e-14
32.0,1.1773119832419375e-14
32.15094339622642,1.226567513138921e-14
32.301886792452834,1.1892332416704076e-14
32.45283018867924,1.2271989622337552e-14
32.60377358490566,1.2190537651452999e-14
32.75471698113208,1.2211864190357483e-14
32.905660377358494,1.2452024529556084e-14
33.056603773584904,1.223262276557702e-14
33.20754716981132,1.2650493389079696e-14
33.35849056603774,1.2303386299173456e-14
33.509433962264154,1.27484700336942e-14
33.660377358490564,1.2563212053468648e-14
33.81132075471698,1.2675268272125804e-14
33.9622641509434,1.2764743152618443e-14
34.113207547169814,1.2995139882771795e-14
34.264150943396224,1.2458158428705381e-14
34.41509433962264,1.3485549973961177e-14
34.56603773584906,1.2627378533123906e-14
34.716981132075475,1.3049824590885304e-14
34.867924528301884,1.3534381271501076e-14
35.0188679245283,1.2663701100272357e-14
35.16981132075472,1.3585363002428626e-14
35.320754716981135,1.3324183735260263e-14
35.471698113207545,1.315164072758754e-14
35.62264150943396,1.3649729456763525e-14
35.77358490566038,1.348224154228778e-14
35.924528301886795,1.3419447488876146e-14
36.075471698113205,1.3830235433339556e-14
36.22641509433962,1.3555410691516612e-14
36.37735849056604,1.3818676181657004e-14
36.528301886792455,1.3802069668858346e-14
36.679245283018865,1.3906738914980102e-14
36.83018867924528,1.3920731779655061e-14
36.9811320754717,1.4050950630722248e-14
37.132075471698116,1.4023266988734732e-14
37.283018867924525,1.4224809318114345e-14
37.43396226415094,1.4135485639775549e-14
37.58490566037736,1.4258340306254985e-14
37.735849056603776,1.4472940976060244e-14
37.886792452830186,1.421540572751389e-14
38.0377358490566,1.4552513153302464e-14
38.18867924528302,1.465978794686274e-14
38.339622641509436,1.4272907286910982e-14
38.490566037735846,1.5042825984592544e-14
38.64150943396226,1.4476953981089825e-14
38.79245283018868,1.478339197069676e-14
38.943396226415096,1.5144327650406605e-14
39.094339622641506,1.4504912649946246e-14
39.24528301886792,1.5311975194094105e-14
39.39622641509434,1.504975254098346e-14
39.54716981132076,1.4784287263606548e-14
39.698113207547166,1.5708600889109257e-14
39.84905660377358,1.4828410376102286e-14
40.0,1.550151047398617e-14
40.15094339622642,1.543940700222404e-14
40.301886792452834,1.5331863806637357e-14
40.45283018867924,1.5641274994641537e-14
40.60377358490566,1.5452310437420368e-14
40.75471698113208,1.591056600752904e-14
40.905660377358494,1.5387935074176273e-14
41.056603773584904,1.6093426457616958e-14
41.20754716981132,1.5735842532357312e-14
41.35849056603774,1.591135118536646e-14
41.509433962264154,1.603279801456155e-14
41.660377358490564,1.614018920969419e-14
41.81132075471698,1.5986288336924833e-14
41.9622641509434,1.6308033510972638e-14
42.113207547169814,1.63356105752869e-14
42.264150943396224,1.6115270965576307e-14
42.41509433962264,1.671133689867908e-14
42.56603773584906,1.6240863391204313e-14
42.716981132075475,1.6649055886596035e-14
42.867924528301884,1.6670248573246978e-14
43.0188679245283,1.6567730672477757e-14
43.16981132075472,1.683646971680988e-14
43.320754716981135,1.6877442210541772e-14
