time,data
0.0,3.479984167124363e-16
0.1509433962264151,9.362938871390803e-16
0.3018867924528302,3.62148419082039e-16
0.4528301886792453,9.541391896556402e-16
0.6037735849056604,3.7822384966436385e-16
0.7547169811320755,9.721509949831634e-16
0.9056603773584906,3.922876647963974e-16
1.0566037735849056,9.933603542914877e-16
1.2075471698113207,4.0526000555157825e-16
1.3584905660377358,1.0129599869877646e-15
1.509433962264151,4.2163082553593273e-16
1.6603773584905661,1.0314201776992344e-15
1.8113207547169812,4.3658984637504933e-16
1.9622641509433962,1.0516049854620138e-15
2.1132075471698113,4.540523391114805e-16
2.2641509433962264,1.066237749406527e-15
2.4150943396226414,4.757929787177845e-16
2.5660377358490565,1.0832130886728844e-15
2.7169811320754715,4.900516478286733e-16
2.8679245283018866,1.1082529439847621e-15
3.018867924528302,5.017425596287751e-16
3.169811320754717,1.1294344365154216e-15
3.3207547169811322,5.221836445827673e-16
3.4716981132075473,1.1421567030710172e-15
3.6226415094339623,5.475264608583254e-16
3.7735849056603774,1.1560204808311294e-15
3.9245283018867925,5.674138260907407e-16
4.0754716981132075,1.178052659063872e-15
4.226415094339623,5.796359979365817e-16
4.377358490566038,1.2054606417821527e-15
4.528301886792453,5.926485538127159e-16
4.679245283018868,1.2248110567564926e-15
4.830188679245283,6.18234351189858e-16
4.981132075471698,1.2384730556397422e-15
5.132075471698113,6.32685652718744e-16
5.283018867924528,1.2785845349827304e-15
5.433962264150943,6.266335071135493e-16
5.584905660377358,1.3090506352827504e-15
5.735849056603773,6.659557879959987e-16
5.886792452830188,1.286396709630186e-15
6.037735849056604,7.256965742122686e-16
6.188679245283019,1.2963376859627488e-15
6.339622641509434,7.223708087432151e-16
6.490566037735849,1.355384208580537e-15
6.6415094339622645,7.139202271033838e-16
6.7924528301886795,1.3860311207708058e-15
6.943396226415095,7.345801482832309e-16
7.09433962264151,1.4089941026037771e-15
7.245283018867925,7.530834493512616e-16
7.39622641509434,1.4196203772091932e-15
7.547169811320755,8.023056938272185e-16
7.69811320754717,1.412329929157347e-15
7.849056603773585,8.254116664387617e-16
8.0,1.468184165064957e-15
8.150943396226415,7.975434889534095e-16
8.30188679245283,1.5219221189040899e-15
8.452830188679245,8.1475387441839e-16
8.60377358490566,1.5424171062877614e-15
8.754716981132075,8.16770987448369e-16
8.90566037735849,1.6038226513637254e-15
9.056603773584905,8.146378916568106e-16
9.20754716981132,1.6007559009880993e-15
9.358490566037736,9.091736633570326e-16
9.50943396226415,1.5492401719838042e-15
9.660377358490566,9.54180701294989e-16
9.81132075471698,1.6175119258101e-15
9.962264150943396,8.98352326132982e-16
10.11320754716981,1.6932061138318568e-15
10.264150943396226,9.329075408577895e-16
10.415094339622641,1.642505311391368e-15
10.566037735849056,1.0579501834343177e-15
10.716981132075471,1.5809630590572777e-15
10.867924528301886,1.1111060508212178e-15
11.018867924528301,1.6428036846739911e-15
11.169811320754716,1.050816828611178e-15
11.320754716981131,1.7482461960596262e-15
11.471698113207546,1.0311550246497107e-15
11.622641509433961,1.7839826387232308e-15
11.773584905660377,1.0354176332181902e-15
11.924528301886792,1.8583512884005814e-15
12.075471698113208,1.0070496560670298e-15
